,old_name,modern_name,type_of_rule,modern_country,wikipage,wikibase,description,instance_of,inception,dissolved,religion,geoLoc,capital
590,Oberpfalz,Oberpfalz,['Pfalzgrafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28b72f50>,Q10555,"administrative regions of Bavaria, Germany",regional district in Bavaria,,,,"(12.2, 49.3)",Regensburg
591,Oberösterreich (Habsburg),Oberösterreich,['Erzherzogtum'],"['AT', 'IT', 'DE']",<wptools.page.WPToolsPage object at 0x7f2a28b72d10>,Q1775152,historical region,historical region,,,,"(9.830336, 46.553678)",
592,Offenburg,Offenburg,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28b72750>,Q4044,"city in Baden-Württemberg, Germany",big district town,+1148-00-00T00:00:00Z,,,"(7.9408333333333, 48.470833333333)",
593,Oranien-Nassau,Nassau-Oranien,['Fürstentum'],"['FR', 'NL', 'DE']",<wptools.page.WPToolsPage object at 0x7f2a28b74c10>,Q155483,branch of the European House of Nassau,dynasty,,,,,
594,Osterland,Osterland,['Historische Landschaft'],"['DE-SN', 'DE-ST']",<wptools.page.WPToolsPage object at 0x7f2a28b72dd0>,Q469762,historical area in Germany,territorial entity,,,,,
595,Otyń#Geschichte,Deutsch-Wartenberg,"['Herrschaft (Territorium)', 'Herrschaft']",[],<wptools.page.WPToolsPage object at 0x7f2a28b74f50>,Q991590,town of Poland,city,,,,"(15.71666667, 51.85)",
596,Padua#Mittelalter,Padua,['Freie Stadt'],['IT'],<wptools.page.WPToolsPage object at 0x7f2a28b74c50>,Q617,"capital of the province of Padua, Veneto, Italy",comune of Italy,,,,"(11.877777777778, 45.406388888889)",
597,Patriarchat von Aquileia,Aquileia,"['Patriarchat (Kirche)', 'Patriarchat']","['IT', 'SI']",<wptools.page.WPToolsPage object at 0x7f2a28b74e10>,Q836894,Catholic patriarchate in north-eastern Italy until 18th century,patriarchate,+0300-00-00T00:00:00Z,+1751-00-00T00:00:00Z,,"(13.366666666667, 45.766666666667)",
598,Pfalz-Lautern,Pfalz-Lautern,['Fürstentum'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a28b74610>,Q1413625,Pabitra Mahata,,,,,,
599,Pfalz-Mosbach-Neumarkt,Pfalz-Mosbach-Neumarkt,['Pfalzgrafschaft'],"['DE-BW', 'DE-BY']",<wptools.page.WPToolsPage object at 0x7f2a28b74b90>,Q317836,,Pfalzgrafschaft,+1448-00-00T00:00:00Z,+1499-00-00T00:00:00Z,,,
600,Pfalz-Neuburg,Neuburg,['Fürstentum'],['DE'],<wptools.page.WPToolsPage object at 0x7f2a28b74d90>,Q675127,territory of the Holy Roman Empire,principality,+1505-01-01T00:00:00Z,+1808-01-01T00:00:00Z,,,Neuburg an der Donau
601,Pfalz-Neuburg,Pfalz-Neuburg,['Fürstentum'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28b7d650>,Q675127,territory of the Holy Roman Empire,principality,+1505-01-01T00:00:00Z,+1808-01-01T00:00:00Z,,,Neuburg an der Donau
602,Pfalz-Neumarkt,Pfalz-Neumarkt,['Pfalzgrafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28b7db10>,Q464319,,principality,,,,,
603,Pfalz-Simmern-Zweibrücken,Pfalz-Simmern,['Fürstentum'],"['DE-RP', 'DE-SL', 'FR']",<wptools.page.WPToolsPage object at 0x7f2a28b7dcd0>,Q438909,,principality,+1410-01-01T00:00:00Z,+1459-01-01T00:00:00Z,,,
604,Pfalz-Sulzbach,Pfalz-Sulzbach,['Fürstentum'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28b7dfd0>,Q454436,principality,principality,,,,,
605,Pfalz-Veldenz,Pfalz-Veldenz,['Fürstentum'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a28b7db90>,Q745189,geographic region,geographic region,,,,,
606,Pfalz-Zweibrücken,Pfalz-Zweibrücken,['Pfalzgrafschaft'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a28b85f50>,Q701983,former state of the Holy Roman Empire,duchy,+1444-01-01T00:00:00Z,+1801-01-01T00:00:00Z,Catholic Church,,
607,Pfalzgrafschaft Tübingen,Tübingen,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28b85cd0>,Q2082254,Noble family of Duchy of Swabia,noble family,,,,,
608,Pflege Coburg,Coburger Pflege,['Reichslehen'],"['DE-BY', 'DE-TH']",<wptools.page.WPToolsPage object at 0x7f2a28b85890>,Q2084082,,,,,,,
609,Pfullendorf,Pfullendorf,['Reichsstadt'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28b85c90>,Q82917,municipality in Germany,urban municipality of Germany,+1220-01-01T00:00:00Z,,,"(9.2566666666667, 47.924166666667)",
610,Polen,Polen,,,<wptools.page.WPToolsPage object at 0x7f2a28b8bf90>,Q36,country in Central Europe,sovereign state,+0966-00-00T00:00:00Z,,,"(19, 52)",Warsaw
611,Pommern-Barth,Pommern-Barth,['Herzogtum'],['DE-MV'],<wptools.page.WPToolsPage object at 0x7f2a28b8ba50>,Q1241502,,duchy,,,,,
612,Pommern-Demmin,Pommern-Demmin,['Herzogtum'],['PL'],<wptools.page.WPToolsPage object at 0x7f2a28b8bcd0>,Q696640,"a Middle Ages territory, whose land is now part of Germany and Poland",state in the Holy Roman Empire,+1121-01-01T00:00:00Z,+1637-01-01T00:00:00Z,,,Szczecin
613,Pommern-Stettin,Stettin,['Herzogtum'],"['DE-MV', 'PL']",<wptools.page.WPToolsPage object at 0x7f2a28b8bf50>,Q696640,"a Middle Ages territory, whose land is now part of Germany and Poland",state in the Holy Roman Empire,+1121-01-01T00:00:00Z,+1637-01-01T00:00:00Z,,,Szczecin
614,Pommern-Stettin,Pommern-Stettin,['Herzogtum'],['PL'],<wptools.page.WPToolsPage object at 0x7f2a28b8bc50>,Q696640,"a Middle Ages territory, whose land is now part of Germany and Poland",state in the Holy Roman Empire,+1121-01-01T00:00:00Z,+1637-01-01T00:00:00Z,,,Szczecin
615,Pommern-Stolp,Pommern-Stolp,['Herzogtum'],['PL'],<wptools.page.WPToolsPage object at 0x7f2a28b8bfd0>,Q696640,"a Middle Ages territory, whose land is now part of Germany and Poland",state in the Holy Roman Empire,+1121-01-01T00:00:00Z,+1637-01-01T00:00:00Z,,,Szczecin
616,Pommern-Wolgast,Pommern-Wolgast,['Herzogtum'],['PL'],<wptools.page.WPToolsPage object at 0x7f2a28b95f90>,Q696640,"a Middle Ages territory, whose land is now part of Germany and Poland",state in the Holy Roman Empire,+1121-01-01T00:00:00Z,+1637-01-01T00:00:00Z,,,Szczecin
617,Prignitz,Prignitz,['Landschaft'],"['DE-BB', 'HR']",<wptools.page.WPToolsPage object at 0x7f2a28b8bf10>,Q316858,historical region (landscape) in Germany,historical region,,,,"(12, 53)",
618,Rappoltstein,Rappoltstein,"['Herrschaft (Territorium)', 'Herrschaft']",['FR'],<wptools.page.WPToolsPage object at 0x7f2a28b95d90>,Q26271911,,,,,,,
619,Raugrafen,Raugrafschaft,"['Nahegau (Grafschaft)', 'Nahegau']",['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a28b95ad0>,Q833360,,noble title,,,,,
620,Ravensburg,Ravensburg,"['Freie Reichsstadt', 'Reichsstadt']",['DE'],<wptools.page.WPToolsPage object at 0x7f2a28b95a10>,Q6832,"town in Upper Swabia, Germany",big district town,+1276-01-01T00:00:00Z,,,"(9.6113888888889, 47.783055555556)",
621,Rechteren-Limpurg,Limpurg-Speckfeld,['Grafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28b95950>,Q829309,family,Dutch noble family,,,,,
622,Regenstein (Adelsgeschlecht),Regenstein,['Grafschaft'],['DE'],<wptools.page.WPToolsPage object at 0x7f2a28b8bc10>,Q978463,noble family,noble family,,,,,
623,Reichelsburg,Reichelsberg,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28b96f10>,Q1286615,"cultural heritage monument D-6-79-114-100 (0) in Aub, Bavaria",castle ruin,,,,"(10.0509, 49.5465)",
624,Reichsabtei Burtscheid,Burtscheid,['Reichsstift'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a28b96910>,Q325202,human settlement,abbey,+1138-01-01T00:00:00Z,+1802-01-01T00:00:00Z,Catholicism,"(6.09333, 50.7631)",
625,Reichsabtei Echternach,Echternach,['Reichsabtei'],"['LU', 'DE-RP']",<wptools.page.WPToolsPage object at 0x7f2a28b969d0>,Q702704,monastery,monastery,+0698-01-01T00:00:00Z,+1793-01-01T00:00:00Z,Catholicism,"(6.4225, 49.813889)",
626,Reichsabtei Essen,Essen,['Reichsabtei'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a28b96b90>,Q564155,monastery,abbey,+0801-01-17T00:00:00Z,+1803-01-01T00:00:00Z,,,
627,Reichsabtei Gutenzell,Gutenzell,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28b96ad0>,Q477383,monastery,monastery,+1238-00-00T00:00:00Z,+1803-01-01T00:00:00Z,,"(9.99597, 48.1147)",
628,Reichsabtei Heggbach,Heggbach,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28b9ccd0>,Q473836,monastery,monastery,+1429-01-01T00:00:00Z,+1803-01-01T00:00:00Z,,"(9.89583, 48.1497)",
629,Reichsabtei Hersfeld,Hersfeld,['Reichsabtei'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28b9ced0>,Q314666,monastery,monastery,+0701-01-17T00:00:00Z,+1648-01-01T00:00:00Z,,"(9.70224, 50.86627)",
630,Reichsabtei Kornelimünster,Kornelimünster,['Reichsabtei'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a28b96d50>,Q152432,former abbey of the Benedictines,abbey,+0801-01-17T00:00:00Z,+1802-01-01T00:00:00Z,Catholicism,"(6.178056, 50.728611)",
631,Reichsabtei Munsterbilzen,Munsterbilzen,['Reichsabtei'],['BE'],<wptools.page.WPToolsPage object at 0x7f2a28b9c950>,Q323176,"section of Bilzen, Belgium",municipality section,,,,"(5.5261, 50.8878)",
632,Reichsabtei Ochsenhausen,Ochsenhausen,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28b9c810>,Q561312,abbey,abbey,+1093-01-01T00:00:00Z,+1803-01-01T00:00:00Z,,"(9.95139, 48.0642)",
633,Reichsabtei Ottobeuren,Ottobeuren,['Reichsabtei'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28b9c850>,Q702001,abbey,benedictine abbey,+0764-00-00T00:00:00Z,+1803-01-01T00:00:00Z,Catholicism,"(10.2981, 47.9414)",
634,Reichsabtei Rot an der Rot,Rot an der Rot,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28b26d50>,Q478794,monastery,abbey,+1497-01-01T00:00:00Z,+1803-01-01T00:00:00Z,,"(10.0304, 48.0147)",
635,Reichsabtei Salem,Salem,['Abtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28b9c050>,Q652382,"building in Salem, Tübingen Government Region, Baden-Württemberg, Germany",monastery,+1137-01-01T00:00:00Z,+1804-01-01T00:00:00Z,,"(9.27722222, 47.77611111)",Salem
636,Reichsabtei St. Maximin,Sankt Maximin,['Reichsabtei'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a28b9c250>,Q118786,"former Benedictine monastery in Trier, Germany",abbey,,+1669-01-01T00:00:00Z,Catholicism,"(6.65176, 49.7597)",
637,Reichsabtei Stablo-Malmedy,Stablo-Malmedy,['Reichsabtei'],"['BE', 'DE-RP']",<wptools.page.WPToolsPage object at 0x7f2a28b9ce50>,Q697781,ecclestiastical state of the Holy Roman Empire,historical country,+0651-00-00T00:00:00Z,+1795-01-01T00:00:00Z,,"(5.93333333, 50.38333333)",Stavelot
638,Reichsburg Landskron,Landskron,['Reichsritter'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a28b9ca50>,Q2139446,,castle ruin,+1206-01-01T00:00:00Z,,,"(7.17227, 50.5514)",
639,Reichsgrafschaft Ortenburg,Ortenburg,['Reichsgrafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28b2ded0>,Q322309,countship,countship,+1120-01-01T00:00:00Z,+1805-01-01T00:00:00Z,,,
640,Reichsherrschaft Bonndorf,Bonndorf,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28b2ddd0>,Q2139501,,historical territory,,,,,
641,Reichsherrschaft Homburg,Homburg,['Reichsherrschaft'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a28b2d790>,Q1934754,,herrschaft,,,,,
642,Reichsitalien,Italien,['Königreich'],"['IT', 'FR']",<wptools.page.WPToolsPage object at 0x7f2a28b32fd0>,Q838931,constituent kingdom of the Holy Roman Empire,state in the Holy Roman Empire,+0961-12-25T00:00:00Z,+1802-00-00T00:00:00Z,,"(11, 44)",Pavia
643,Reichsstadt Aachen,Aachen,"['Freie Reichsstadt', 'Reichsstadt']",['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a28b2de50>,Q15622187,,aspect of history,,,,,
644,Reichsstadt Aalen,Aalen,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28b32e10>,Q3951,former Free Imperial City located in the eastern part of the German state of Baden-Württemberg,big district town,+0700-00-00T00:00:00Z,,,"(10.093611111111, 48.837222222222)",
645,Reichsstadt Augsburg,Augsburg,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28b32d50>,Q2749,"city in Bavaria, Germany",big city,-0015-00-00T00:00:00Z,,,"(10.898333333333, 48.371666666667)",
646,Reichsstadt Cambrai,Cambrai,"['Freie Reichsstadt', 'Reichsstadt']",['FR'],<wptools.page.WPToolsPage object at 0x7f2a28b37950>,Q181285,"commune in Nord, France",commune of France,,,,"(3.2347222222222, 50.175833333333)",
647,Reichsstadt Dinkelsbühl,Dinkelsbühl,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28b37990>,Q3168220,quasi-independent city state within the Holy Roman Empire of the German Nation,free imperial city,+1398-00-00T00:00:00Z,+1802-01-01T00:00:00Z,,"(10.319194444444, 49.069194444444)",
648,Reichsstadt Dortmund,Dortmund,"['Freie Reichsstadt', 'Reichsstadt']",['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a28b321d0>,Q1298074,aspect of history,aspect of history,,,,,
649,Reichsstadt Frankfurt,Frankfurt am Main,"['Freie Reichsstadt', 'Reichsstadt']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28b3f5d0>,Q461759,aspect of history,aspect of history,,,,,
650,Reichsstadt Goslar,Goslar,"['Freie Reichsstadt', 'Reichsstadt']",['DE-NI'],<wptools.page.WPToolsPage object at 0x7f2a28b32150>,Q3896,"historic town in Lower Saxony, Germany",large independent city of Lower Saxony,,,,"(10.429163, 51.906003)",
651,Reichsstadt Herford,Herford,['Reichsstadt'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a28b32750>,Q2139683,,territorial entity,,,,"(8.67167, 52.1142)",
652,Reichsstadt Isny,Isny,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28b3f750>,Q513446,town in Baden-Württemberg,urban municipality of Germany,+1365-01-01T00:00:00Z,+1803-01-01T00:00:00Z,,"(10.039444444444, 47.691944444444)",
653,Reichsstadt Lübeck,Lübeck,"['Freie Reichsstadt', 'Reichsstadt']",['DE-SH'],<wptools.page.WPToolsPage object at 0x7f2a28b41fd0>,Q2843,city in Schleswig-Holstein in northern Germany,big city,,,,"(10.686388888889, 53.869722222222)",
654,Reichsstadt Münster im Gregoriental,Münster im Gregoriental,"['Freie Reichsstadt', 'Reichsstadt']",['FR'],<wptools.page.WPToolsPage object at 0x7f2a28b41c90>,Q17457201,,historical country,+1235-00-00T00:00:00Z,+1648-00-00T00:00:00Z,,,
655,Reichsstadt Nordhausen,Nordhausen,"['Freie Reichsstadt', 'Reichsstadt']",['DE'],<wptools.page.WPToolsPage object at 0x7f2a28b41c50>,Q7033,town and administritative center of Nordhausen District in Thuringia in central Germany,Luther city,+1220-01-01T00:00:00Z,,,"(10.791111111111, 51.505)",
656,Reichsstadt Nürnberg,Nürnberg,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28b45e50>,Q117020,"quasi-independent city state within the Holy Roman Empire, 1219–1806",free imperial city,+1219-00-00T00:00:00Z,+1806-01-01T00:00:00Z,,"(11.08333333, 49.45)",
657,Reichsstadt Regensburg,Regensburg,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28b459d0>,Q2978,"town in Bavaria, Germany",big city,+1245-01-01T00:00:00Z,,,"(12.083333333333334, 49.016666666666666)",
658,Reichsstadt Rothenburg,Rothenburg ob der Tauber,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28b45790>,Q153494,town in Germany,big district town,,,,"(10.178888888889, 49.377222222222)",
659,Reichsstift Elten,Elten,['Reichsstift'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a28b4bf10>,Q2022738,former Dutch monastery,monastery,+0968-00-00T00:00:00Z,,,"(6.17088, 51.8643)",
660,Reichsstift Kaisheim,Kaisheim,"['Stift (Kirche)', 'Reichsstift']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28b45f90>,Q749658,monastery,monastery,+1135-01-01T00:00:00Z,+1802-01-01T00:00:00Z,,"(10.7983, 48.7673)",
661,Reichsstift Thorn,Thorn,"['Stift (Kirche)', 'Reichsstift']",['NL'],<wptools.page.WPToolsPage object at 0x7f2a28b4b090>,Q325254,,rijksstift,+1000-01-01T00:00:00Z,+1790-01-01T00:00:00Z,,,
662,Reichstal Harmersbach,Harmersbach,"['Reichsunmittelbarkeit', 'Reichsunmittelbare']",[],<wptools.page.WPToolsPage object at 0x7f2a28b45bd0>,Q2139787,,geographic region,,,,,
663,Reichsunmittelbare Stadt Triest und ihr Gebiet,Triest,"['Reichsunmittelbarkeit', 'Reichsunmittelbare']",['IT'],<wptools.page.WPToolsPage object at 0x7f2a28b4bf50>,Q6006584,,crown land of the Austrian Empire,+1382-10-01T00:00:00Z,+1919-00-00T00:00:00Z,,"(13.8, 45.63333333)",
664,Reifferscheid (Adelsgeschlecht),Reifferscheid,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a28b50fd0>,Q834769,noble family,noble family,,,,,
665,Republik Florenz,Florenz,['Republik'],['IT'],<wptools.page.WPToolsPage object at 0x7f2a28b503d0>,Q148540,city-state on the Appenine Peninsula between 1115–1569,City States of Arklyrell,+1115-01-01T00:00:00Z,+1532-01-01T00:00:00Z,Catholic Church,"(11.25, 43.783333333333)",Florence
666,Republik Genua,Genua,['Republik'],"['IT', 'FR']",<wptools.page.WPToolsPage object at 0x7f2a28b50650>,Q174306,1005–1797,oligarchy,+1005-01-01T00:00:00Z,+1815-01-01T00:00:00Z,Catholic Church,"(8.9322, 44.4108)",Genoa
667,Republik Gersau,Gersau,['Republik'],['CH'],<wptools.page.WPToolsPage object at 0x7f2a28b50bd0>,Q2436598,,geographic region,+1433-00-00T00:00:00Z,+1817-00-00T00:00:00Z,,,
668,Republik Siena,Siena,['Republik'],['IT'],<wptools.page.WPToolsPage object at 0x7f2a28b56f50>,Q736727,former republic on the Italian peninsula between 1125 and 1555,historical country,+1125-00-00T00:00:00Z,+1555-01-01T00:00:00Z,Catholicism,,Siena
669,Reutlingen,Reutlingen,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28b56f90>,Q3085,German city,big district town,+1240-01-01T00:00:00Z,,,"(9.2166666666667, 48.483333333333)",
670,Reuß älterer Linie,Reuß-Untergreiz,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a28b5af50>,Q531783,principality,principality,+1778-01-01T00:00:00Z,+1919-00-00T00:00:00Z,,,Greiz
671,Reuß älterer Linie,Reuß-Obergreiz,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a28b56d90>,Q531783,principality,principality,+1778-01-01T00:00:00Z,+1919-00-00T00:00:00Z,,,Greiz
672,Reuß-Ebersdorf,Reuß-Ebersdorf,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a28b56e50>,Q543090,,state in the Confederation of the Rhine,+1678-01-01T00:00:00Z,+1824-01-01T00:00:00Z,,,
673,Reuß-Gera,Reuß-Gera,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a28b56f10>,Q882669,geographic region,geographic region,,,,,
674,Reuß-Lobenstein,Reuß-Lobenstein,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a28b56750>,Q509478,,state in the Confederation of the Rhine,+1425-01-01T00:00:00Z,+1824-01-01T00:00:00Z,,,
675,Reuß-Schleiz,Reuß-Schleiz,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a26482c50>,Q884099,family,noble family,,,,,
676,Rheingrafschaft,Wild- und Rheingrafschaft,,['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a26482dd0>,Q319860,,noble title,,,,,
677,Rheingrafschaft,Rheingrafschaft,['Grafschaft'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a26482c90>,Q319860,,noble title,,,,,
678,Riedesel,Riedesel,"['Herrschaft (Territorium)', 'Herrschaft']",['DE'],<wptools.page.WPToolsPage object at 0x7f2a26482a10>,Q883786,,Dutch noble family,,,,,
679,Ritterstift Odenheim,Odenheim,"['Propstei (Kirche)', 'Reichspropstei']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a264828d0>,Q1661603,"Abbey in Baden-Würrtemberg, Germany",monastery,,,,"(8.77627, 49.1841)",
680,Rosheim,Rosheim,"['Freie Reichsstadt', 'Reichsstadt']",['FR'],<wptools.page.WPToolsPage object at 0x7f2a26482790>,Q22990,"commune in Bas-Rhin, France",commune of France,+1679-00-00T00:00:00Z,,,"(7.4694444444444, 48.496666666667)",
681,Rottweil,Rottweil,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a26489b90>,Q82960,"town in the District of Rottweil, Baden-Württemberg, Germany",big district town,+1140-01-01T00:00:00Z,,,"(8.6247222222222, 48.168055555556)",
682,Rötteln (Adelsgeschlecht),Rötteln,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a26489b50>,Q1560737,noble family,noble family,,,,,
683,Rüstringen,Rüstringen,"['Gliedstaat', 'Land']","['DE-NI', 'HR']",<wptools.page.WPToolsPage object at 0x7f2a26489a50>,Q487816,,Gau,+0800-00-00T00:00:00Z,+1818-00-00T00:00:00Z,,,
684,Sachsen-Altenburg,Sachsen-Altenburg,['Herzogtum'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a26489a10>,Q158151,duchy,duchy,+1602-01-01T00:00:00Z,+1918-01-01T00:00:00Z,,"(12.433333, 50.985)",Altenburg
685,Sachsen-Coburg,Sachsen-Coburg,['Fürstentum'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a26489c50>,Q616804,"former duchy held by the Ernestine branch of the Wettin dynasty in today's Bavaria, Germany",duchy,+1596-01-01T00:00:00Z,+1735-01-01T00:00:00Z,,,
686,Sachsen-Coburg,Coburg,['Fürstentum'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a26491410>,Q616804,"former duchy held by the Ernestine branch of the Wettin dynasty in today's Bavaria, Germany",duchy,+1596-01-01T00:00:00Z,+1735-01-01T00:00:00Z,,,
687,Sachsen-Eisenach,Sachsen-Eisenach,['Fürstentum'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a26491fd0>,Q696651,duchy in Central Europe until 1809,duchy,+1596-01-01T00:00:00Z,+1809-01-01T00:00:00Z,,,Eisenach
688,Sachsen-Eisenberg,Sachsen-Eisenberg,['Fürstentum'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a26491f90>,Q657792,Middle Age duchy in modern-day Germany,duchy,+1680-01-01T00:00:00Z,+1707-01-01T00:00:00Z,,,Eisenberg
689,Sachsen-Gotha,Sachsen-Gotha,['Herzogtum'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a26491f50>,Q700229,,duchy,+1640-01-01T00:00:00Z,+1680-01-01T00:00:00Z,,,Gotha
690,Sachsen-Hildburghausen,Sachsen-Hildburghausen,['Herzogtum'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a26491e10>,Q281005,,state in the Confederation of the Rhine,+1680-01-01T00:00:00Z,+1826-01-01T00:00:00Z,,,Bad Colberg-Heldburg
691,Sachsen-Lauenburg,Sachsen-Lauenburg,['Herzogtum'],"['DE-SH', 'DE-SH']",<wptools.page.WPToolsPage object at 0x7f2a26494810>,Q313175,German duchy,duchy,+1296-01-01T00:00:00Z,+1876-01-01T00:00:00Z,,,Lauenburg/Elbe
692,Sachsen-Meiningen,Sachsen-Meiningen,['Herzogtum'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a26494fd0>,Q157710,duchy,duchy,+1675-01-01T00:00:00Z,+1918-01-01T00:00:00Z,,,Meiningen
693,Sachsen-Merseburg,Sachsen-Merseburg,['Herzogtum'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f2a26494ed0>,Q568737,,duchy,+1657-01-01T00:00:00Z,+1738-01-01T00:00:00Z,,,
694,Sachsen-Querfurt,Sachsen-Querfurt,['Fürstentum'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f2a26494210>,Q700247,,state in the Holy Roman Empire,+1656-01-01T00:00:00Z,+1746-01-01T00:00:00Z,,,Weißenfels
695,Sachsen-Römhild,Sachsen-Römhild,['Herzogtum'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a26494d90>,Q675201,,duchy,+1680-01-01T00:00:00Z,+1707-01-01T00:00:00Z,,,
696,Sachsen-Saalfeld,Sachsen-Saalfeld,['Herzogtum'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a264942d0>,Q700663,,state in the Confederation of the Rhine,+1699-01-01T00:00:00Z,+1825-01-01T00:00:00Z,,,Saalfeld
697,Sachsen-Weimar (Herzogtum),Sachsen-Weimar,['Herzogtum'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a2649ae50>,Q315667,duchy,duchy,+1572-00-00T00:00:00Z,+1809-01-01T00:00:00Z,,,Weimar
698,Sachsen-Weimar-Eisenach,Sachsen-Weimar-Eisenach,['Herzogtum'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a2649aed0>,Q155570,grand duchy,grand duchy,+1809-01-01T00:00:00Z,+1918-01-01T00:00:00Z,,"(11.166666666667, 50.983333333333)",Weimar
699,Sachsen-Weißenfels-Querfurt,Sachsen-Weißenfels-Querfurt,['Herzogtum'],"['DE-ST', 'DE-TH']",<wptools.page.WPToolsPage object at 0x7f2a2649a910>,Q700247,,state in the Holy Roman Empire,+1656-01-01T00:00:00Z,+1746-01-01T00:00:00Z,,,Weißenfels
